GPA,Certifications & Skills,College,City,College Tier,City Tier,Placement Ratio,CIBIL Score,Parent Income (LPA),Salary (INR),Credit Worthiness
5.75,9,College_39,City_5,Tier 2,Tier 2,0.7701781547672436,801,10.593832656465882,1462199.128057797,0.62590012076417
6.2,9,College_37,City_6,Tier 2,Tier 2,0.8497501553337589,334,12.513433566188478,1530473.8383345671,0.5169939451226437
6.74,7,College_95,City_2,Tier 3,Tier 2,0.557380404558639,760,11.490149172641612,1232661.4859190872,0.5830709323869812
8.71,6,College_60,City_1,Tier 3,Tier 2,0.5667295983204219,552,13.434917656522673,2365069.832026073,0.6025629529533134
5.2,7,College_31,City_6,Tier 1,Tier 2,0.8571888503208575,811,3.5841612932143807,2027997.095738197,0.5486587611940891
7.09,7,College_58,City_10,Tier 3,Tier 2,0.7458196129638268,347,10.721116938351008,1511490.0921766055,0.4972484889913929
7.55,6,College_97,City_1,Tier 2,Tier 2,0.7746754164913173,484,9.439434415199589,1795379.359267863,0.5461137836542037
4.28,1,College_97,City_1,Tier 2,Tier 2,0.8225233160323062,790,3.4185288803320724,1202883.01500856,0.3680055134108036
7.65,8,College_11,City_5,Tier 3,Tier 2,0.5065921333356977,572,2.7860245310918064,1473017.7926551418,0.537902591295075
5.02,6,College_29,City_6,Tier 2,Tier 2,0.8283402991825498,826,6.860526765095552,782930.7914790302,0.5331341182354761
4.39,5,College_89,City_6,Tier 3,Tier 2,0.6876526229348423,427,6.740852204164069,788542.6737927143,0.31997625880797165
9.69,8,College_13,City_9,Tier 1,Tier 1,0.8626229231046878,509,8.803846572761344,3514461.0,0.7162731929083057
9.79,0,College_51,City_10,Tier 2,Tier 2,0.7622601837561064,441,10.640809632671388,3404588.424754023,0.526520774284575
8.85,1,College_54,City_1,Tier 2,Tier 2,0.7795109276123808,472,12.470461760883332,2914737.8628208833,0.5212592656422588
5.83,0,College_19,City_3,Tier 1,Tier 2,0.9032001899044931,746,3.8095569943724197,1233066.152522321,0.42867434375353236
4.59,9,College_58,City_10,Tier 3,Tier 2,0.6958749294599058,418,5.483097851064173,882820.8273365729,0.40315222292559355
8.11,2,College_36,City_8,Tier 1,Tier 2,0.8591783468930984,310,5.652493837986542,2537602.8603254403,0.43654941070319886
6.64,4,College_28,City_2,Tier 2,Tier 2,0.815023956003346,603,9.405194318856914,1420611.1044840207,0.5082012882391775
4.73,0,College_68,City_8,Tier 3,Tier 2,0.5571334856096751,453,10.140366615938607,888100.2118445212,0.2343195954521029
6.97,3,College_3,City_1,Tier 2,Tier 2,0.7882469241789349,622,14.995402992249042,908447.4316026103,0.5299844703093335
4.21,7,College_89,City_6,Tier 3,Tier 2,0.5005509879459211,836,5.414700080062207,828850.1294971717,0.44412338634307785
9.46,5,College_41,City_10,Tier 2,Tier 2,0.7791123643898454,744,13.876530679021204,2000009.0,0.7284595627867569
5.55,0,College_35,City_9,Tier 2,Tier 1,0.767133795658308,641,2.5952517118406315,1241367.8214919823,0.3471814767193745
7.98,0,College_93,City_5,Tier 3,Tier 2,0.6259930398209788,520,10.096092076391098,1916173.6376850896,0.43273234162966434
5.87,2,College_93,City_5,Tier 3,Tier 2,0.5395480840977169,409,12.758007212385044,1128592.298641515,0.32451689455455085
7.12,9,College_76,City_5,Tier 3,Tier 2,0.7089544045543399,709,13.166982819919266,1663100.441594719,0.6626763134612416
7.28,7,College_99,City_5,Tier 3,Tier 2,0.7207264200813137,717,18.45680080619999,1273177.0491153076,0.6586965918693062
5.11,7,College_84,City_10,Tier 3,Tier 2,0.7113224120128292,804,21.888996573840963,1082165.0782985534,0.5922383805497005
9.82,2,College_81,City_9,Tier 2,Tier 1,0.8481802822022516,339,12.026998206769065,2409626.0,0.5572317008177072
8.65,6,College_76,City_5,Tier 3,Tier 2,0.7286616020144887,808,3.408984953887866,1874381.7066745241,0.6736916752748741
9.64,2,College_50,City_10,Tier 1,Tier 2,0.8919681868837577,758,25.0,4005649.359355445,0.7530603040434182
9.37,3,College_100,City_10,Tier 2,Tier 2,0.781446102284901,562,15.71051592351882,2811846.91833995,0.6317334925882214
7.59,8,College_74,City_5,Tier 3,Tier 2,0.6331648657292074,417,15.151578645436473,1928202.2454774058,0.5623137498651305
9.53,3,College_82,City_5,Tier 2,Tier 2,0.7884957644198565,749,7.864345101454529,3059605.7989228517,0.6693629721656577
4.53,2,College_30,City_3,Tier 1,Tier 2,0.9954866538349159,713,9.390570206873898,1392210.4639812647,0.43539691137657993
5.18,4,College_72,City_9,Tier 3,Tier 1,0.5848827792373157,825,5.873093188729967,988898.3160173993,0.44781609145063694
4.27,6,College_77,City_10,Tier 2,Tier 2,0.8240082381455219,760,13.362366459314545,1536453.104395057,0.5010365742638053
5.95,4,College_95,City_2,Tier 3,Tier 2,0.6438404255898864,417,7.682237797811297,1180920.947786005,0.3699734668475917
6.33,3,College_70,City_8,Tier 1,Tier 2,0.9934721054499117,516,13.592816888070248,2243937.4156989497,0.4975979727772443
5.63,7,College_54,City_1,Tier 2,Tier 2,0.8244517618612626,376,6.300960088406589,1872610.3060894562,0.4304235121769188
8.97,3,College_71,City_10,Tier 2,Tier 2,0.780364583938247,720,14.752200432673188,2968379.1435797317,0.6600172664949242
6.14,1,College_85,City_8,Tier 2,Tier 2,0.769706835685761,471,11.41397263059725,1689738.6037052586,0.3788716829223577
5.69,9,College_51,City_10,Tier 2,Tier 2,0.8354618251992394,689,16.357803111398525,2124645.39981497,0.6236842626256387
7.26,5,College_28,City_2,Tier 2,Tier 2,0.8411014438669382,325,20.55731807052475,1557803.7027793885,0.5202376137176983
4.85,1,College_64,City_4,Tier 3,Tier 3,0.707773569615374,427,11.416413559251126,272151.7626169081,0.28732897577489125
8.81,2,College_85,City_8,Tier 2,Tier 2,0.8237449568924454,673,16.825870519207673,2212459.2747599343,0.6340426313170732
4.45,0,College_21,City_10,Tier 2,Tier 2,0.7821730041250318,323,16.849509610024658,582292.5071028171,0.2511643527526498
9.92,4,College_88,City_4,Tier 3,Tier 3,0.6263432845189649,769,9.893757513264731,1501748.1930591639,0.6919226750774077
8.63,8,College_27,City_2,Tier 3,Tier 2,0.7289257305929177,722,11.30068018751043,1475554.6409252593,0.7183895527309478
5.19,1,College_27,City_2,Tier 3,Tier 2,0.5337243662880257,476,11.356396799016146,987938.7916513502,0.2855915260069507
4.03,6,College_77,City_10,Tier 2,Tier 2,0.7994919202635167,837,7.818405354216038,1639433.847740189,0.4856957986362514
8.89,4,College_50,City_10,Tier 1,Tier 2,0.9033264032541991,565,7.864837634195653,3793810.620284877,0.6189979080458935
8.24,1,College_29,City_6,Tier 2,Tier 2,0.8177489575392759,869,16.1234596321686,1121034.5112790016,0.6466228044013418
8.37,7,College_39,City_5,Tier 2,Tier 2,0.8134069819986628,569,6.448672222903288,1767762.6119597857,0.630190116209457
8.63,5,College_57,City_3,Tier 3,Tier 2,0.6400143367298289,628,9.253191691097147,1545381.0693487225,0.6003718167275476
4.44,3,College_92,City_9,Tier 2,Tier 1,0.7779615627664838,754,8.366653898341232,1721415.0833139264,0.4166067497924616
6.15,3,College_37,City_6,Tier 2,Tier 2,0.7659550244847845,594,12.301393457242982,1573595.3195305965,0.46347967210236113
4.7,1,College_93,City_5,Tier 3,Tier 2,0.696084589019308,421,21.502032116478286,766639.7629446327,0.31934169512188315
9.18,2,College_64,City_4,Tier 3,Tier 3,0.7479373252482551,458,9.052825335772006,1032947.3873869395,0.531918589697935
7.74,6,College_48,City_1,Tier 3,Tier 2,0.542273517183679,477,2.7926462780621284,1354371.804564753,0.4779009916022234
5.99,2,College_22,City_1,Tier 1,Tier 2,0.8613688435923564,627,10.530949734166613,2981444.0358473556,0.4578648545191957
4.38,4,College_100,City_10,Tier 2,Tier 2,0.8245730851213541,606,5.135826515389533,1360079.431507257,0.37954864535205146
5.87,9,College_30,City_3,Tier 1,Tier 2,0.9015783634145637,388,11.284921312115538,1532767.8712640658,0.5235182291124006
5.95,5,College_28,City_2,Tier 2,Tier 2,0.7713003581876218,337,6.190114491486974,1276351.1520141896,0.3823112940642794
8.38,5,College_23,City_3,Tier 2,Tier 2,0.8025125655113161,890,10.81540262724495,2031137.8248270298,0.7144970172786906
7.83,3,College_97,City_1,Tier 2,Tier 2,0.8175214533836768,645,4.031708378930113,1874107.5365835556,0.5388378053677357
9.32,5,College_4,City_7,Tier 2,Tier 1,0.7714849033696505,551,8.670946280307883,3023972.0,0.632967761602805
6.83,2,College_3,City_1,Tier 2,Tier 2,0.849450356929567,448,5.035545442839597,1161005.3134313605,0.4139214283837667
4.72,6,College_61,City_8,Tier 2,Tier 2,0.7828224184318525,315,16.266208153855345,815806.4952567407,0.37959147565965456
8.28,6,College_96,City_3,Tier 3,Tier 2,0.5787382557334162,666,6.379034171320182,1864327.9430285722,0.5907869301524231
8.56,3,College_4,City_7,Tier 2,Tier 1,0.7923000869298422,417,12.772169504010009,3023972.0,0.5322955369686208
7.37,1,College_65,City_3,Tier 3,Tier 2,0.6862573225770913,616,10.895296306079754,929303.2234310148,0.46975999917953315
8.63,6,College_12,City_10,Tier 2,Tier 2,0.8373257309074356,587,10.994566879866161,2880240.5679687173,0.653738625369311
6.96,2,College_13,City_9,Tier 1,Tier 1,0.8985979165909135,650,11.865003410847411,2860847.6939249206,0.5272775691624468
7.14,0,College_34,City_3,Tier 3,Tier 2,0.5296868505248985,596,13.014913893898362,773343.7183560327,0.40949496674511754
6.57,1,College_59,City_6,Tier 2,Tier 2,0.7756130821351862,493,16.53091767135502,1156437.4273326253,0.4311338526793055
4.15,9,College_93,City_5,Tier 3,Tier 2,0.5210699044694767,691,14.666688852309846,843030.4502954173,0.47711987445466275
4.65,8,College_73,City_3,Tier 3,Tier 2,0.6575861229537917,742,17.63022171230044,685323.3702785887,0.5393080436297458
4.19,7,College_31,City_6,Tier 1,Tier 2,0.9611044248692867,580,4.679900141584119,1990855.3730530972,0.44670595805320856
7.82,5,College_71,City_10,Tier 2,Tier 2,0.7929266541763911,600,3.29297414510608,2515769.9811460795,0.5552069575531308
5.89,5,College_13,City_9,Tier 1,Tier 1,0.9929192572278459,725,18.285872781688706,2199819.727525405,0.6055586606413172
7.05,0,College_54,City_1,Tier 2,Tier 2,0.8227523823930167,549,12.812442694935516,2438879.7889454523,0.44706109689136647
9.45,1,College_2,City_10,Tier 2,Tier 2,0.7879658871044808,814,4.679925540590004,1984518.0413457,0.6330783609307078
5.5,3,College_33,City_9,Tier 1,Tier 1,0.8653320786188978,705,8.602270752711071,3396549.325423361,0.47177194073556683
6.46,2,College_50,City_10,Tier 1,Tier 2,0.924055615735816,543,12.685113385051416,3110406.153363499,0.47526813786477806
8.53,0,College_7,City_9,Tier 2,Tier 1,0.8003835537400379,666,9.764740134285425,2474411.0,0.542336450462292
5.37,7,College_18,City_5,Tier 3,Tier 2,0.63764674188507,419,13.062079439608354,661003.3161270431,0.42379201260719523
4.46,6,College_51,City_10,Tier 2,Tier 2,0.8182449480080538,739,4.126959914267844,1864425.949844249,0.46222997473610866
5.74,3,College_8,City_6,Tier 2,Tier 2,0.776438270067844,803,9.84916322262157,1843694.7880383828,0.5040811173003293
4.97,8,College_55,City_2,Tier 3,Tier 2,0.5006211165923937,881,10.588103657012411,647886.1127473365,0.5396304711025908
9.58,3,College_76,City_5,Tier 3,Tier 2,0.7032111849582152,732,6.46650981635138,2161307.1642875383,0.643061844888823
8.85,0,College_43,City_10,Tier 3,Tier 2,0.7058841735302489,482,8.583418182472736,1815205.3514692574,0.47296705868781524
7.8,9,College_59,City_6,Tier 2,Tier 2,0.8411621766905182,760,7.683450710553185,1654064.3941675895,0.7162764239347117
9.23,0,College_30,City_3,Tier 1,Tier 2,0.9953554959763747,417,4.453070137357871,1799759.0,0.5102366215316135
8.82,0,College_59,City_6,Tier 2,Tier 2,0.7659171442849388,330,6.912805978234733,1767379.8948655718,0.4255434548493127
5.12,0,College_9,City_3,Tier 2,Tier 2,0.7853871672107466,448,10.954853034389863,950541.4743793131,0.3013449104032647
9.36,3,College_92,City_9,Tier 2,Tier 1,0.8351359234115141,827,5.127251439671581,2957539.0,0.6842905967388458
7.24,0,College_68,City_8,Tier 3,Tier 2,0.7334998475234091,572,6.625574707999899,1636914.0803142125,0.41947783055395677
8.84,1,College_39,City_5,Tier 2,Tier 2,0.7514529532954858,684,2.0,2141638.4978579837,0.5402905906590971
9.38,3,College_81,City_9,Tier 2,Tier 1,0.7887533975728895,401,17.201484744029933,2409626.0,0.5865107581118095
5.91,6,College_11,City_5,Tier 3,Tier 2,0.5283464734499712,371,14.630106548927403,1249934.2763264172,0.3997494680911279
4.66,1,College_2,City_10,Tier 2,Tier 2,0.8288458265957016,707,16.02384782194268,1173032.7477634957,0.4154090833855578
5.37,7,College_23,City_3,Tier 2,Tier 2,0.8247130406535597,646,11.805330957436917,1380224.7406372183,0.5314078151920318
6.56,6,College_63,City_2,Tier 2,Tier 2,0.8254302705603422,666,11.47220117226075,2126979.9332460565,0.5762695374697239
8.91,8,College_22,City_1,Tier 1,Tier 2,0.9085352753000407,848,8.944198288122266,3946912.736173742,0.8000658881967716
9.16,5,College_61,City_8,Tier 2,Tier 2,0.7906247566673562,590,16.50130483183118,1457002.7325787302,0.6758407694428822
4.04,3,College_26,City_9,Tier 3,Tier 1,0.5654661673452457,721,10.117987013040269,595132.165461107,0.3507221625112532
7.06,5,College_12,City_10,Tier 2,Tier 2,0.7860893537807588,480,2.0,2495588.3323860606,0.4702178707561518
6.5,3,College_32,City_4,Tier 2,Tier 3,0.8483081542302785,413,2.0,1348559.952410598,0.3923282975127224
5.33,6,College_9,City_3,Tier 2,Tier 2,0.7546568761248155,537,11.817213512212119,853445.534731615,0.45911491223458106
4.72,8,College_69,City_6,Tier 2,Tier 2,0.7824007574942754,393,5.202039600608411,1417419.9276673286,0.39740206280584817
6.03,2,College_90,City_6,Tier 3,Tier 2,0.6974807402898997,559,10.486909973955076,667965.674723012,0.40422908997372664
9.66,2,College_71,City_10,Tier 2,Tier 2,0.7882345981914701,406,13.794428574282101,3018809.3947399445,0.5672603772076364
5.94,1,College_93,City_5,Tier 3,Tier 2,0.7374961042391288,543,5.852263225539484,1092759.1473872764,0.36224819139364967
7.11,0,College_33,City_9,Tier 1,Tier 1,0.8998216206479037,722,8.50206548871887,3582592.0,0.504400840747199
8.22,0,College_24,City_8,Tier 2,Tier 2,0.8349758346619122,634,8.683805078321992,1631713.9940856332,0.5183885223453767
6.18,2,College_89,City_6,Tier 3,Tier 2,0.7037737129123944,322,5.66697588705627,1265320.191099516,0.31303144933779603
9.83,6,College_95,City_2,Tier 3,Tier 2,0.502301906543144,570,2.854278647453896,1769257.048794019,0.6056746362975587
9.77,8,College_93,City_5,Tier 3,Tier 2,0.6007472735217291,439,4.5379805664831885,2198356.8284904547,0.6260174861528235
5.51,1,College_69,City_6,Tier 2,Tier 2,0.7780637323408551,765,2.5318131370057637,1452279.4020652005,0.40842497749863094
6.98,6,College_38,City_9,Tier 1,Tier 1,0.9219412824221054,753,9.111416887037935,3796836.7311033756,0.6353074603411079
5.81,0,College_11,City_5,Tier 3,Tier 2,0.61569276627757,683,9.043744228714205,1094402.354989785,0.37193019482963374
5.71,1,College_32,City_4,Tier 2,Tier 3,0.8405529498801437,893,7.365679850878896,1131624.3181203161,0.4946062994726037
4.22,5,College_64,City_4,Tier 3,Tier 3,0.5458953370168964,676,2.8996065641123026,143239.14756425313,0.3494237336241574
7.66,4,College_72,City_9,Tier 3,Tier 1,0.5455477805583006,737,15.526683065139897,1310052.456969501,0.576587888278935
7.02,7,College_20,City_3,Tier 3,Tier 2,0.527016684937518,721,6.886972490327353,1678938.5068775227,0.557984376800521
4.31,1,College_34,City_3,Tier 3,Tier 2,0.6846627975039787,455,22.833055452942162,311571.63575184345,0.31467772813677614
5.67,0,College_42,City_7,Tier 1,Tier 1,0.9876790484235227,634,14.32586992180233,1770564.1997063342,0.4459598818084828
9.45,6,College_8,City_6,Tier 2,Tier 2,0.7868503918285898,830,2.0,3279103.9854109706,0.7265367450323846
5.44,5,College_66,City_8,Tier 2,Tier 2,0.7561822496540341,880,16.172174867658963,1049554.3686044142,0.5781879348626575
4.87,7,College_21,City_10,Tier 2,Tier 2,0.7656021507349817,431,6.487752514696598,841484.6967282506,0.3997990642688657
6.94,7,College_79,City_10,Tier 2,Tier 2,0.7602384211183129,800,5.365359527145896,2526551.312850206,0.620346348834442
9.91,1,College_70,City_8,Tier 1,Tier 2,0.9388510055145871,821,8.639702641886583,3047331.504226011,0.7058051401256127
5.45,7,College_5,City_1,Tier 2,Tier 2,0.7782297828383011,439,15.668990649296266,1317336.6366822913,0.47390968402836864
8.03,5,College_67,City_5,Tier 2,Tier 2,0.8397447637399847,434,12.616913334223252,2065827.6610828168,0.560276112172156
8.57,8,College_43,City_10,Tier 3,Tier 2,0.5405706821463223,706,10.912366664900123,1907469.011101318,0.6706968900447723
5.43,6,College_16,City_8,Tier 3,Tier 2,0.732538999339003,393,5.890576864644059,1011662.8421086337,0.3859233514532096
8.37,1,College_99,City_5,Tier 3,Tier 2,0.5831847085056565,540,14.715607744247068,1526784.2613839672,0.490422192763075
6.21,7,College_73,City_3,Tier 3,Tier 2,0.716826441355054,464,5.07969844463471,1174864.7572325335,0.4619219481752197
7.79,8,College_35,City_9,Tier 2,Tier 1,0.8448995888220303,624,15.21444057615031,2109038.3058424583,0.6839340072259292
7.8,6,College_83,City_5,Tier 3,Tier 2,0.7465908959993028,517,11.665722355064071,1240662.3946969248,0.5736763923378203
7.21,3,College_43,City_10,Tier 3,Tier 2,0.7008983422118427,530,7.021490714810268,1285037.9179247296,0.45917890343429724
4.54,8,College_98,City_7,Tier 3,Tier 1,0.5254216354141659,881,20.627587293167316,1226575.5112102,0.5667405037197926
9.01,3,College_39,City_5,Tier 2,Tier 2,0.7555378725683334,885,14.560276213717604,2066031.6733080365,0.7112174710950476
5.92,3,College_10,City_1,Tier 2,Tier 2,0.82397290243395,478,12.79317331783754,1635240.875433435,0.4270547543324605
5.12,8,College_74,City_5,Tier 3,Tier 2,0.7242599254500377,379,10.516687777334983,1171063.7991940142,0.4242143957161017
4.24,7,College_20,City_3,Tier 3,Tier 2,0.5415142300759834,653,4.281265573015371,675675.4581347198,0.38788805865149545
7.55,3,College_1,City_10,Tier 2,Tier 2,0.8441067445346204,460,10.189090542589199,2447061.4932687283,0.49525942372977566
8.07,7,College_6,City_5,Tier 2,Tier 2,0.8110227790438479,726,18.021128936207074,3145264.012153499,0.7173616381401047
4.1,7,College_53,City_4,Tier 1,Tier 3,0.8686013962337765,702,3.1122239641421467,1802448.7383237735,0.45755603561259073
7.07,6,College_46,City_5,Tier 2,Tier 2,0.766703366650426,331,12.836412994789924,1765302.4331318527,0.48428884577120085
5.36,9,College_66,City_8,Tier 2,Tier 2,0.7565955479973618,420,16.97153303765442,912030.3079727826,0.5044127315023177
7.87,5,College_38,City_9,Tier 1,Tier 1,0.8714822927911845,814,17.22163773024979,4211747.0,0.7053108255013519
5.05,7,College_33,City_9,Tier 1,Tier 1,0.9598185906074436,684,5.499561637402336,3168433.0631665336,0.5276792035014989
8.15,6,College_67,City_5,Tier 2,Tier 2,0.7718766348510008,724,7.275480608448176,1877143.7200513412,0.6461455325141777
6.32,4,College_100,City_10,Tier 2,Tier 2,0.8061654145365961,775,10.504613818685938,1989583.0304411761,0.5525429980610262
9.62,3,College_77,City_10,Tier 2,Tier 2,0.8221081276341357,859,12.269234469760665,2087864.0,0.7364038043808591
4.83,1,College_35,City_9,Tier 2,Tier 1,0.8395277694348134,466,16.408631432601624,1104440.7593784553,0.3473851108403031
6.05,7,College_79,City_10,Tier 2,Tier 2,0.8089926868766806,688,8.994312916785725,2068852.9068250586,0.5640419268686073
4.68,8,College_45,City_9,Tier 3,Tier 1,0.642429348324649,632,14.728189939515401,854719.7879303775,0.4884924925903591
9.55,3,College_22,City_1,Tier 1,Tier 2,0.9869234567530903,822,2.0,4030643.491228792,0.7088846913506182
9.26,3,College_68,City_8,Tier 3,Tier 2,0.5737262204249818,770,8.670052979621968,1992687.5417585133,0.6234121410978455
5.55,4,College_17,City_4,Tier 2,Tier 3,0.770370159129747,823,14.723446116587734,1426643.0065264876,0.5412266961009686
7.96,1,College_5,City_1,Tier 2,Tier 2,0.8372795965126588,352,14.167486680422954,1772242.263498495,0.45569136863770404
8.9,6,College_85,City_8,Tier 2,Tier 2,0.757452296070707,866,5.208707789885317,2171679.3762311316,0.719108029315092
7.33,4,College_57,City_3,Tier 3,Tier 2,0.5474205289861823,320,15.132514155765723,1345812.3282878504,0.41974866009766715
7.18,5,College_88,City_4,Tier 3,Tier 3,0.602813261987844,318,2.8989928927983257,895671.9307468302,0.3894713171488659
5.45,3,College_95,City_2,Tier 3,Tier 2,0.5903126448458216,755,15.982225433864246,720917.6723187144,0.46302148013089295
4.56,7,College_40,City_7,Tier 3,Tier 1,0.6765230015976826,621,8.978332680226153,936052.6762554465,0.440645177190085
9.38,7,College_30,City_3,Tier 1,Tier 2,0.8637710377444716,732,7.743336525463167,1595710.367257552,0.7507252359204734
9.4,4,College_42,City_7,Tier 1,Tier 1,0.9215736725797588,358,8.50967900330246,3022628.0,0.5819510200375567
7.8,5,College_7,City_9,Tier 2,Tier 1,0.8308554929875438,450,11.895200030718387,2474411.0,0.5491937074267191
6.03,2,College_71,City_10,Tier 2,Tier 2,0.8183343537169797,739,20.401866478050792,1764877.5092453056,0.5315083191986892
6.1,0,College_91,City_1,Tier 2,Tier 2,0.8131649062402766,357,16.09050628075999,863490.630242907,0.34789605203396834
8.36,8,College_88,City_4,Tier 3,Tier 3,0.5598399663064648,873,4.264133856540275,1342118.3288649754,0.6908120535071203
9.38,8,College_19,City_3,Tier 1,Tier 2,0.909044908560519,592,4.793465803358221,1922403.0,0.720287818538299
9.32,2,College_41,City_10,Tier 2,Tier 2,0.7680723500642932,481,2.0,1893962.1956677304,0.5199478033461921
8.68,3,College_34,City_3,Tier 3,Tier 2,0.62723126345467,377,11.544338371841935,873264.4194440932,0.4866100427134351
7.85,6,College_22,City_1,Tier 1,Tier 2,0.937625242142303,404,9.152306290164264,3683426.6555627952,0.5657886989654066
4.5,1,College_52,City_1,Tier 3,Tier 2,0.6577952866741522,560,13.136878962473249,310263.1958886311,0.3116469368818156
4.97,2,College_91,City_1,Tier 2,Tier 2,0.8375955740444608,522,7.495030018797214,705915.3744937317,0.3539105496732279
9.39,5,College_6,City_5,Tier 2,Tier 2,0.7561829819364209,783,8.017546727774718,3713184.7129112026,0.707899843029783
7.64,7,College_74,City_5,Tier 3,Tier 2,0.5970781251189655,428,2.7395221600020037,1854049.5366762737,0.4872976054295989
4.06,0,College_95,City_2,Tier 3,Tier 2,0.6477426802440546,618,15.516749361636247,657323.8517780005,0.2973170115341859
4.61,3,College_25,City_4,Tier 2,Tier 3,0.8070122841485415,808,6.990228388189878,341569.42879187566,0.44293243532908466
7.98,0,College_66,City_8,Tier 2,Tier 2,0.7521704121945996,319,5.821938710029135,1250405.314137287,0.37238454059846693
4.03,1,College_10,City_1,Tier 2,Tier 2,0.768930907341586,534,14.832857514209598,1175110.8051091481,0.3090812141387938
4.96,7,College_74,City_5,Tier 3,Tier 2,0.7114361955687675,896,2.6213512496633076,1170622.1804307813,0.5316554329528693
7.29,5,College_26,City_9,Tier 3,Tier 1,0.6288479556086849,853,12.748472909778233,1797335.689770387,0.6213354153671496
8.15,8,College_5,City_1,Tier 2,Tier 2,0.7913558932307155,649,6.159301447919923,2055390.5154326141,0.6601884313182589
7.91,1,College_86,City_5,Tier 3,Tier 2,0.7250438164675024,752,9.420388510746402,755970.6437262951,0.5434379887025429
5.35,2,College_68,City_8,Tier 3,Tier 2,0.5187380172599027,885,2.0,1122918.066341022,0.4062476034519805
8.27,8,College_98,City_7,Tier 3,Tier 1,0.7305775956583583,808,12.88759584828329,1538193.0,0.7362862257184106
5.42,8,College_71,City_10,Tier 2,Tier 2,0.7527783314967245,722,20.250146338433314,1513918.9144226895,0.6015707953070261
5.95,5,College_50,City_10,Tier 1,Tier 2,0.9344005416944813,489,3.6849563948163224,2887152.3955804855,0.45470600570766284
8.48,2,College_17,City_4,Tier 2,Tier 3,0.8055091109868755,424,15.775005221492483,1918442.5352134772,0.5263264825806758
7.9,4,College_11,City_5,Tier 3,Tier 2,0.6597670656183328,305,9.763466770021884,1249058.1486121814,0.4423742831382545
9.1,1,College_53,City_4,Tier 1,Tier 3,0.8544439409330192,757,12.673020292413552,2598794.9848383204,0.6446265575739092
7.95,6,College_50,City_10,Tier 1,Tier 2,0.9295778346388195,853,4.09982242689075,3422967.587428818,0.6968785629867092
7.41,9,College_8,City_6,Tier 2,Tier 2,0.7613614039742556,869,4.839920621322248,2490996.4494842133,0.7047864284237885
4.56,7,College_92,City_9,Tier 2,Tier 1,0.7655979106935282,821,10.43729735909153,1723319.5965846854,0.5314701503666398
